,Unnamed: 0,Original_sentence,translated_sentence,predicted_summaries
312,1212,['आपको एक चीज़ के लिए सार्वजनिक कोष से दो बार क्षतिपूर्ति नहीं मिल सकती भाष्;'],आप एक ही चीज़ के लिए पैसा से दो बार भुगतान नहीं मिलता है।,आपने कई चीज़ों के लिए भुगतान किया है या फिर उन्हें पैसा नहीं मिलता है?
313,1213,"['आज का सारा सामाजिक ढांचा हिंसा, संघर्ष, घातक प्रतियोगित पर आधारित और उसके साथ सारी बुराइयों को पैदा करता है.']","आज सामाजिक कपड़ों का पूरा कपड़ा हिंसा, संघर्ष, कटौती प्रतियोगिता पर आधारित है और यह सभी बुरे गुणों को विकसित करता है जो इन बातों के साथ चलते हैं।",सामाजिक कपड़ों के बारे में कई लोगों का मानना है कि यह नई बात है.
314,1214,"['संसद को इसके कार्यकरण पर या इसके सदस्यों या इसकी समितियों के कार्यकरण पर आक्षेप करने या लांछन लगाने वाले किसी विद्वेषपूर्ण लेखन, भाषण आदि के लिए कार्यवाही करने का हक है.']","इस कानून का शीर्षक है किसी भी हानिकर लेखन, बोली, के लिए कार्यवाही करने के लिए कार्य करना. उसके कार्यों या उसके सदस्यों या उसकी समितियों के कार्यों पर मनन करना ।",ब्रिटेन में हानिकर कार्यवाही के लिए काम करने वाले लोगों की संख्या बढ़कर तीन लाख हो गई है.
315,1215,['औआभ् रक्त समूहों की उत्पत्ति ंण् समूहों से अधिक जटिल है अथवा उन संपूर्णत : आनुवंशिक अभिलक्षयों की उत्पत्ति से भी अधिक जटिल है.'],रक्‍त समूहों का विरासत MN समूह या अन्य पूर्ण आनुवंशिक गुणों से कहीं अधिक जटिल है हम अब तक विचार किया है.,रक् त समूहों का विरासत कहीं अधिक जटिल हो सकता है. इसके बारे में हम अब तक कुछ नए अध्ययन किए हैं.
316,1216,"['ऐसे वक़्तव्य पर वाद विवाद नहीं होता परंतु ऐसे प्रत्येक सदस्य को जिसका नाम कार्यसूची में दर्ज हो, स्पष्टीकरण के लिए एक प्रश्न पूछने की अनुमति दी जाती है.']","इस कथन पर कोई बहस नहीं है लेकिन हर सदस्य जिसके नाम में इस विषय की सूची दी जाती है, उसे एक परिपुष्ट प्रश्‍न पूछने की अनुमति दी जाती है ।",ब्रिटेन में नेशनल काउंसिल ऑफ़ टेलीविज़न के सदस्यों के बीच एक नया विषय सामने आया है.
317,1217,['अपनी सहायता आप करने वाले युग की अराजकता की स्मृति आज भी ताजा है.'],आत्म-help के समय की अस्पति की याद रहती है.,डॉक्टरों का कहना है कि वो आत्म-help करने की कोशिश करते हैं. इसके लिए उन्हें मदद मिलती है.
318,1218,['एक गीत में वे ईश्वर के प्रति आभार व्यक़्त करते हुए कहते हैं कि एक नाज़्झिगै ( चौबीस मिनट का तमिल समय ) में ही योग की स्थिति को प्राप्त करने में उन्ही की कृपा रही है :'],"एक गीत में वह उसे योग की स्थिति प्राप्त करने में मदद करने के लिए भगवान का धन्यवाद करने के लिए, समय के एक Naki -LR का तमिल इकाई, 24 मिनट -R-RB-R के बराबर है:",तमिलनाडु के हरिद्वार में रहने वाले कृष्णा भगवान जयंती के मौक़े पर एक गीत लिखा है.
319,1219,['अपने ही संगीत और विवेक में आह्लादित किंतु अपने ही देशवासियों की दुर्दशा से क्षुब्ध कवि हृदय? मुझे वापस कर दो? ( एबार फिराओ मोरे ) नामक कविता में बड़े ही भावपूर्ण ढंग से अभिव्यक्त हुआ है.'],कवि के दिल के बीच संघर्ष अपने संगीत और अपने देशवासियों की दुर्दशा से परेशान होने के बीच एक लम्बी कविता का शीर्षक था “अब मुझे वापस लौटा दो । ”,भारत के जाने-माने कवि और संगीतकार अब्दुल कलाम ने अपनी कविता “अब मुझे वापस लौटा दो ।”
320,1220,['ऐसी अदालतों में न्याय पाने की उम्मीद की जा सकती है.'],"ऐसे न्यायालयों में, एक व्यक्‍ति न्याय पाने की अपेक्षा कर सकता है ।",ब्रिटेन के कई न्यायालयों में व्यक् ति के मामलों की सुनवाई हो रही है और इनमें से कुछ में महिलाएं भी शामिल हैं.
321,1221,"[""इस अवधि में, जैसा कि पार्टी के एक अंदरूनी सूत्र कहते हैं,'' जिल प्रमुख, जो साइकिल पर चल करते थे, अब टाटा सुमो या टोयटा क्वालिस की सवारी करते देखे जा सकते हैं.''""]","इस अवधि में, एक भीतरी राष्ट्रपति कहता है, “जो ज़िला अध्यक्ष साइकिलों पर यात्रा करते थे, अब एक टीटाओ में या एक ओराटाटाटाओ में देखा जा सकता है । ”",अमरीका के राष्ट्रपति डोनल्ड ट्रंप ने अपनी सालाना यात्रा के दौरान साइकिलों पर नज़र रखी थी.
322,1222,"['अगर आप हकीकत में मुल्क की ताकत बढ़ाना चाहते हैं तो आप अलग अलग शख़्सियतों के आधार पर नहीं और न इस आधार पर कि आपको इनका या उनका समर्थन मिल जायेगा, जो भले ही व्यक़्ति के रूप में आपको कितनी भी अच्छे क़्यों न लगें, आपको जनता के तमाम लोगों, किसानों-मजदूरों और इस मुल्क के मध्यवर्ग के तमाम लोगों को ध्यान में रखना होगा...']","अगर आप सचमुच देश के लोगों की मदद करना चाहते हैं, तो इस व्यक्‍ति की कदर करने के लिए नहीं, या फिर उस व्यक्‍ति को लोगों के बड़े - बड़े वर्ग, किसानों या मज़दूरों की बड़ी संख्या के सम्बन्ध में एक आकर्षक व्यक्‍ति होना चाहिए ।","भारत में जब तक किसानों की संख्या बढ़ती जा रही है, तब से कई लोगों के लिए व्यक् ति की कदर करने की ज़रूरत है."
323,1223,"['उसका दस्ता वैसा ही है जैसा शक्ति में होता है, लेकिन उसके दोनों ओर दो तलवारे हैं जो दस्ते से जुड़ी हुई हैं.']","यह भी एक ऐसी ही बात है, लेकिन हर तरफ दो तलवारें हैं जो काम में जुट जाते हैं ।",दुनिया भर में काम करने वाले लोगों की संख्या बढ़ती जा रही है और इनमें से कई तलवारें भी हैं.
324,1224,"['अन्य पांच अभियुक्तोंशैलेन्द्र, कृष्ण जीवन, बीरेन सेन, सुशील सेन और इन्द्र नंदीको मुख्य न्यायाधीश बरी करना चाहते थे, लेकिन न्यायाधीश कार्नडफ धारा 121-ए के अंतर्गत उनकी सज़ा को बदलना नहीं चाहते थे.']","पांच अन्यों के बारे में, किरर्मा, बिब्रिस सेन, सशल सेस और इंड्रा के मुख्य न्याय की अनुमति के लिए किया गया था, लेकिन न्याय गार्डियन के तहत उनके विश्वास का समर्थन करने के लिए था 121A के तहत।","ब्रिटेन के न्याय गार्डियन ने अपने पांच अन्यों के विश्वास का समर्थन किया है, लेकिन उन्हें अपनी अनुमति नहीं दी गई थी."
325,1225,['1985 के अधिनियम की वैधता तथा संवैधानिकता को चुनौती देने वाली अनेक रिट याचिकाएं भी उच्चतम न्यायालय तथा विभिन्न उच्च न्यायालयों में दायर की गई थीं.'],अनेक प्रार्थनाएँ १९८५ में सर्वोच्च न्यायालय और विभिन्‍न उच्च न्यायालयों में भी स्थापित की गयीं ।,भारत के सर्वोच्च न्यायालय में विभिन्न प्रार्थनाएँ स्थापित की गयीं हैं और उन्हें ईश्वर के नाम से भी जाना जाता है ।
326,1226,['ग्रीवा शिखर समुच्चय में पूर्व दिशा सहित चार मूलभूत दिशाओं में प्रक्षिप्त चार महानासिकाएं हैं जबकि विमान का तीसरा तल समाने की शुकनासा के शीर्ष से भी ऊपर तक स्पष्ट रूप से उठा हुआ है.'],"पूर्व का चेहरा, जहाँ पर तीसरे सेला सामने आता है सामने के माचिस के शीर्ष पर स्पष्ट।",दक्षिण अफ़्रीका में तीसरे सेले की तैयारी शुरू हो गई है. इससे पहले यह पहला सेला था.
327,1227,"['यद्यपि भारतीय जनता की तत्कालीन सरकार के समक्ष निष्ठापूर्वक समर्पित होने की आदत रही है, किंतु दूसरी आर वे पृथ्वी को सभी बुराइयों के लिए सरकार को उत्तरदायी ठहराते Zथे.']","हालाँकि उस दिन की सरकार के प्रति निष्ठापूर्वक अधीनता दिखाने की इस आदत में भारतीय लोग सदियों से थे, वे, दूसरी ओर, पृथ्वी पर सभी बीमारियों के लिए ज़िम्मेदार होने के लिए हमेशा प्रवृत्त थे ।",भारत के प्रधानमंत्री नरेंद्र मोदी ने अपने देश के लिए तत्कालीन केंद्रीय मंत्रिमंडल की स्थापना की है.
328,1228,"['परंतु यदि ऐसी स्थिति पैदा हो जाए कि किसी भी दल को लोक सभा में स्पष्ट बहुमत प्राप्त न हो तो राष्ट्रपति किसी ऐसे नेता का चयन करने में स्वविवेक का प्रयोग कर सकता है जिसे, उसकी राय में, सदन में बहुमत का समर्थन प्राप्त होने की संभावना हो.']","केवल, स्थिति ऐसी होती है जहां कोई पार्टी निश्चित नहीं हो जाता है... जहां राष्ट्रपति को अपने विचार में प्रधान को उठाने के लिए अपने निर्णय का उपयोग करना पड़ेगा, संभवतः घर के अधिकांश लोगों का समर्थन करने के लिए.",राष्ट्रपति डोनल्ड ट्रंप के प्रधानमंत्री पद के निर्णय को लेकर राजनीतिक दलों के बीच मतभेद बढ़ते जा रहे हैं.
329,1229,"['सन् 1937 तक स्थिति में सुधार होना शुरू हुआ लेकिन इससे पहले कि रेलवे अपने रखरखाव के काम को फिर से शुरू हुआ लेकिन इससे पहले कि रेलवे अपने रखरखाव के काम को फिर से शुरू कर सके और कमियों को पूरा कर सके, दूसरा विश्वयुद्ध शुरू हो गया.']","सन्‌ 1937 के आते - आते, रेल के ठीक होने से पहले, रेलों को ठीक - ठीक रख दिया जाता था और उसके बाद से दूसरे विश्‍व युद्ध शुरू हो जाता था ।",भारत और चीन के बीच रेल युद्ध शुरू हो गया है जबकि दूसरे विश्वयुद्ध के दौरान यह बात सामने आई थी ।
330,1230,"['आइए, अब हम देखें कि आदिम एककोशिकीय जीवों ने किस प्रकार अपनी प्रतिकृतियां तैयार कीं.']",आइए देखें कि पुराने ज़माने के जीवों ने कैसे अपना इलाज फिर से शुरू किया ।,पुराने ज़माने के जीवों का इलाज फिर से शुरू हो गया है और उन्हें अब तक के सबसे बड़े जीव हैं ।
331,1231,"['हर उचित मामले में अदालत को क्षतिपूर्ति के बारे में विचार करना होता है कि क्या अपराधी को क्षतिपूर्ति करने का आदेश दिया जाए अथवा यदि आदेश दिए जाएऋ, तो उसकी रकम कितनी होनी चाहिए.']","अदालत को हर उचित मामले में बदला लेना चाहिए और यह तय करना चाहिए कि क्या किसी अपराधी को बदला देना चाहिए या नहीं, अगर ऐसा है, तो कितना अधिक ।","अगर किसी अपराधी को बदला देना चाहिए, तो वह क्या करना चाहता है? यह सवाल एक बार फिर सामने आया है."
332,1232,['हम नये नमूनों की व्यवस्था किस प्रकार करते हैं?'],हम नए योग में कैसे हैं?,कोरोना वायरस की वजह से कई लोगों की मौत हो गई है. लेकिन अब तक यह स्थिति बड़ी थी.
333,1233,['एक के बाद एक ह्कूमतों ने सबसे बड़ी फौजी हार के बाद पाकिस्तान के बंटवारे में फौज की भूमिका को काफी हद तक नजरांदाज कर दिया और आयोग द्वारा अयारोपित कई फौजियों को सज़ा देने की जगह फौज और सियासत के आरामदेह ओहदों पर बै आ दिया.'],पाकिस्तान की सेना ने पाकिस्तान को उसके सबसे बड़े सैन्य आक्रमण के बाद बहुत से पाकिस्तानी सरकारों द्वारा नज़रअंदाज़ किया गया और उन पर आरोप लगाने के बजाय सेना और राजनीतिक पापों के साथ प्रतिफलित किया गया.,"पाकिस्तान की सेना का कहना है कि उसने पिछले कुछ सालों में जिस तरह के सैन्य आक्रमण किए थे, उसके बाद उन्हें नए सिरे से निशाना बनाया गया."
334,1234,['यह नियम संयुकऋ-ऊण्श्छ्ष्-त राषऋ-ऊण्श्छ्ष्-ट्र सुरक्षा परिषद में वीटो जैसे निषेधाधिकार का अग्रदूत सा लगता था जो राषऋ-ऊण्श्छ्ष्-ट्रसंघ की गलतियों से सीखा गया सबक था.'],ऐसा प्रतीत होता है कि संयुक्‍त राष्ट्र संघ की ग़लतियों के बाद यह नियम संयुक्‍त राष्ट्र सुरक्षा परिषद्‌ के सिद्धांतों का उद्‌घाटन हुआ है ।,संयुक् त राष्ट्र सुरक्षा परिषद् ने एक नए नियम लागू करने की घोषणा की है जिसमें यह कहा जा रहा है कि वह अंतरराष्ट्रीय समुदाय के नागरिकों के लिए ख़तरनाक है.
335,1235,"['यही वह सही और मूलभूत तथ्य है जिसे लगातार नजर अंदाज किया जाता है और ऐसा लगता है कि कृषि, बागवानी और वानिकी में परभक्षियों और परजीवियों की भूमिका को अत्यंत महत्वपूर्ण बताना भारत में चालू फैशन है.']",यह वही बुनियादी तथ्य है जिसे हमेशा नज़रअंदाज़ किया जा रहा है और यह भारत में एक मौजूदा फैशन है ।,भारत में फैशन की दुनिया में सबसे बड़ी ख़ूबसूरती है और इसके बारे में कई लोगों की राय है.
336,1236,['जो सदस्य यहां प्रवेश करने से पहले पृथकतावादी या क्षेत्रीय विचार रखते हों वे भी सेंट्रल हाल में आकर अपने को एक ही देश के नागरिक महसूस करने लगते हैं.'],एक देश के लोग एक देश के माध्यम से पारित कर दिया है?,कोरोना वायरस की वजह से पूरी दुनिया में लॉकडाउन लगाया गया है. इसके कारण अब तक सात लाख लोगों की मौत हो चुकी है।
337,1237,['इसमें ताल का विशेष महत्व रहता है.अतः ये सभी नाम तालों के आधार पर ही दिए गए हैं.'],"इस नृत्य का मुख्य पहलू है, और अकसर यह अपना नाम किसी ख़ास स्वर से चलाता है ।",दक्षिण अफ़्रीका के जाने-माने नृत्य निर्देशक और गीतकार डॉ. रॉबर्ट बॉम्बे ने अपना नाम लिया है.
338,1238,"['हालंकि, इसकी पुष्टि होना अभी बाकी है लेकिन यह खोज तो वाकई चौंकाने वाली है.']","पुष्टि अभी तक आनेवाली है, लेकिन खोज आश्‍चर्यजनक हैं ।",कोरोना वायरस की खोज करने वाली लड़ाई में अब तक सात लोगों की मौत हो चुकी है.
339,1239,"['इस अपील की सुनवाई मुख़्य न्यायाधीश डा. सुलेमान और न्यायाधीश डगलस यंग ने की, जिनहोंने सिर्फ आठ कार्यदिवसों के बाद 13 अगस्त 1933 को एक ऐसे मुकदमे का फैसला सुनाया, जिसमें मजिस्ट्रेट और सेशन अदालत में साढ़े चार साल लगे थे.']","प्रमुख न्याय डॉ सुलैमान और न्याय यंग द्वारा अपील की गई थी, जो केवल आठ दिन काम करता था 13 अगस्त, 1933 को न्याय करने के लिए, एक मामले में जो के बारे में चार साल और छ: महीनों में निर्णय ले लिया.","दक्षिण अफ्रीका के प्रमुख न्याय डॉ सुलैमान ने अपनी अपील को ख़ारिज कर दिया है, जिसमें कहा गया था कि उन्होंने अपने पति के ख़िलाफ़ अपराधों की सुनवाई करने का फ़ैसला किया है."
340,1240,['अपने देश का दौरा करने पर संतुषट न होने की वजह से उन्होंने चीन की यात्रा करने की सोची.'],"अपने देश में काम करने से संतुष्ट नहीं, वह अब चीन का दौरा करने के बारे में सोच रहा था ।",चीन में रहने वाले दक्षिण अफ़्रीका के व्यवसायी और व्यापारी जेम्स बॉम्बे ने अपने देश का दौरा शुरू किया है ।
341,1241,"['लेकिन मैं यह नहीं मानता कि इनसे हमारी बड़ी बड़ी समस्याओं का कोई पक़्का समाधान हो सकेगा, मैं संक्रांति के इस दौर में इसे एक कामचलाऊ साधन मानता हूं.']",लेकिन मैं उन्हें अपनी महत्त्वपूर्ण समस्याओं के समाधान के बजाय एक संक्रमण चरण के लिए ज़्यादा समय के रूप में देखते हैं ।,कोरोना वायरस के संक्रमण के बाद ब्रिटेन में लॉकडाउन जारी है और अब तक उन्हें तीन महीने ही रह गए हैं ।
342,1242,['हालांकि इसका आधार कठोर जाति प्रथा और सैद्धांतिक असमानता है.यह एक प्रकार का समाजवाद है जिसमें राजपद के लिए भी स्थान हे.'],"हालांकि कठोर जाति-पिक और बुनियादी पक्षपात पर स्थापित, यह समाजवाद का एक प्रकार है जिसमें भी एक-दूसरे से व्यवहार किया जाता है।",पश्चिम बंगाल में जाति-पलायन का विरोध करने वाले लोगों की संख्या लगातार बढ़ती जा रही है.
343,1243,"['किरायदारी मामलों का अधिकारी जो सर्वसाधारण रुप से स्थानीय अधिकारिय न नयक्त किया होता है, वह मकान मालिक और किरायेदार के बीच के झगडों काओ सुलझाने कोशिश करता है.']","कुछ स्थानीय अधिकारियों द्वारा प्रयोग किए जाते हैं, मकान मालिक और दस मज़दूरों के बीच झगड़े सुलझाने की कोशिश कीजिए ।",दक्षिण अफ़्रीका में एक मकान के मालिक और मज़दूरों के बीच झगड़ा जारी है.
344,1244,"['जहां तक मेरी अपनी राय है, मुज्हो तो समज्ह में नहीं आता कि जिस देश में इतने मंदिर हैं वहां हमें एक और मंदिर की जरूरत क्यों पड़े रही है.']","निजी तौर पर, मैं फिर से समझ नहीं सकता कि क्यों हमें एक ऐसे देश में एक और मंदिर की ज़रूरत है जो पहले से ही बहुत सारे लोगों की है ।",हमारे देश में मंदिरों की ज़रूरत बहुत कम है और इसके बारे में मैंने कभी सोचा नहीं था.
345,1245,"['दूसरे, यूरोप एवं एशिया की राजनीतिक उथल-पुथल तथा साम्राज़्यवादी शक़्तियों में मची हथियारों को हथियानेवाली दौड़ यह संकेत कर रही है कि विश्व विध्वंस की ओर जा रहा है.']","दूसरी ओर, यूरोप और एशिया की राजनीति और रोमी शक्‍तियों के बीच युद्ध की दौड़ सभी एक निकट विश्‍व संघ की ओर संकेत कर रहे थे ।",दुनिया के सबसे बड़े व्यापारिक संगठनों में से एक थे ब्रिटेन और अमरीका के बीच युद्ध.
346,1246,['निर्यात बढ़ाने वाली नीतियों की अब स्पष्ट रूप से आवश्यकता थी.'],निर्यात को बढ़ावा देने के इरादे को स्पष्ट रूप से कहा जाता था ।,चीन के तेल निर्यात को बढ़ावा देने के इरादे पर रोक लगा दी गई है ।
347,1247,['आपके पास हमेशा चुनाव की स्वतंत्रता रही है.'],हमेशा आप आप से पहले इस विकल्प है.,अगर आपने कंपनी में काम करने के लिए एक नया विकल्प खोला है तो आप क्या करेंगे?
348,1248,"['( ए ) यूरोपियन इकॉनामिक ऐरिया ( ऐऐआ ) के नागरिक ( सदस्य देश हैंः अऑस्ट्रिया, बेल्जियम, ड़ैनमार्क, फिनलैंड, फ्राँस, जर्मनी, ग्रीस, आईसलैंड, इटली, लिचटैंस्टीन, लक्समबर्ग, द नीदरलैंड, नॉरवे, पर्तुगाल, स्पेन, स्वीड़न, यूनाईटिड किंगडम']","-LRB-RB-RB-RB-LB-RB-LB-LB-LB-LB-LB-S-SSSSS: ऑस्ट्रिया, फिनलैंड, फ्रांस, फ्रांस, जर्मनी, ग्रीस, आयरलैंड, आयरलैंड, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका, अमरीका,",These are the latest entries in the list of places where they could be able to get a job.
349,1249,['बंगाल सरकार ने 1780 में न्याय प्रशासन के लिए विनियमों की एक संहिता जारी की और उसके अगले वर्ष एक पुनरीक्षित संहिता निकाली'],सन्‌ 1780 में बाँग्लादेश की सरकार ने न्याय के प्रशासन के लिए रॉनल्ड को एक कोड जारी किया और उसके अगले साल एक नया कोड जारी किया गया ।,बाँग्लादेश के राजा रॉनल्ड और उनके परिवार के लोगों को एक नया कोड जारी किया गया है.
350,1250,"['हालंकि, वे इस मई में एअर इंड़िया के प्रबंध निदेशक की मुअत्तली की बात शायद भूल गए हैं.']",क्या वह जोड़ने के लिए भूल जाता है A-मैं इस साल मई में निदेशकों के बिना अब तक कोई बदलाव किए बिना।,A-मैं अपने बच्चों के साथ जोड़ने की कोशिश करता है लेकिन क्या वह इस बात पर ध्यान नहीं देता?
351,1251,['इसके बाद? प्रजापति? की कथा आती है जिसमें उसने चंद्रमा को शाप दिया और फलस्वरूप उसके मुख पर कोढ़ हो गया.'],फिर महाजनी की कहानी का पालन करते हुए चाँद पर और उसके कोढ़ से पीड़ित हो जाते हैं।,महाजनी की कहानी का पालन करते हुए वो चाँद पर लौट जाते थे लेकिन उसके बाद उन्हें उससे पीड़ित किया जाता था.
352,1252,['उनके मत में इस विकास प्रक्रिया के छह चरण हैं और प्रत्येक अवस्था साधक की मनस्थिति की द्योतक है.'],"विकासवाद के आधार पर, छः चरणों में होता है, जहाँ हर चरण में एक - एक दिशा का चित्र होता है ।","विकासवाद के आधार पर, हर चरण में एक - एक दिशा का चित्र होता है । यहाँ के लोगों के लिए यह एक अहम भूमिका है."
353,1253,['प्रतऋ-ऊण्श्छ्ष्-येक नक्षत्र कांतिवृ<a kao 13/ Baaga Aqavaa 800 klaaAaoM maoM va? \\भाष्; yaap? \\भाष्; t hO.'],"हर स्टेशन 13/ अंश, या 80 मिनट के एक्वीक के.",इंग्लैंड के रियो ओलंपिक में रविवार को अंतरराष्ट्रीय क्रिकेट परिषद की बैठक हो रही है.
354,1254,"['पूजा स्थान होने के अतिरिक़्त, यह शहर अथवा गांव की तमाम गतिविधियों का केन्द्र बिंदु होता था.']","उपासना की जगह होने के अलावा, यह नगर या गांव के सभी कार्यों का केंद्र था जो मन्दिर के चारों ओर था ।",उत्तराखंड की राजधानी लखनऊ में शनिवार को राम मंदिर का उद्घाटन किया गया था.
355,1255,"['ये वे लोग हैं जो हमारे स्वातंत्रय और संपत्ति के अभिभावक हैं, और हमारे संविधान के व्याख़्याकार तथा प्रहरी हैं, अत : इनकी विश्वसनीयता पर प्रश्नचिह्न लगना एक राष्ट्रीय महासंकट है जो हममें से हरेक को प्रभावित करता है और हमें जड़ बना देता है.']","जब ये व्यक्‍ति हमारी स्वतंत्रता और संपत्ति के रक्षक होने के लिए आते हैं, तो हमारे संविधान के अनुवादक और निरीक्षण, यह एक राष्ट्रीय विपत्ति बन जाता है ।","हमारे संविधान के अनुवादक और निरीक्षण के लिए, यह एक राष्ट्रीय विपत्ति है ।"
356,1256,"['लेकिन यदि उसे बरतनों में इकट्ठा किया जाए जो इसी काम के लिए रखे गए हैं-विभिन्न सामग्री से बने जैसे सोन,चांदी, शीशा, मिट्टी, चिकनी मिट्टी या पत्थर के बरतन-तो उसमें रूप, रस और गंध में अंतर पड़ जाता है.']","लेकिन, अगर यह बरतनों में इकट्ठा किया जाता है उद्देश्य, सोने, चाँदी, काँच, काँच, मिट्टी, या कड़वी पृथ्वी, यह रंग, स्वाद, और गंध के लिए रखा जाता है.",अगर आपको पृथ्वी के रंगों में रखा जाता है तो यह बरतन आपके लिए अहम है.
357,1257,['मृत्युदंड की पुष्टि के लिए रिकार्ड हाईकोर्ट को भेज दिए जाये. ”'],द हाई कोर्ट को इस बात की पुष्टि करने के लिए भेजें कि मृत्यु की सजा सही है । ”,मृत्यु की सजा को लेकर लंदन की एक अदालत ने कहा है कि इस मामले में सज़ा सही है.
358,1258,"['सभी वित्तीय समितियों ( अर्थात् लोक लेखा समिति, प्राक्कलन समिति, सरकारी उपक्रमों संबंधी समिति ), अनुसूचित जातियों तथा अनुसूचित जनजातियों के कल्याण संबंधी समिति और लाभ के पदों संबंधी समिति के सदस्य प्रत्येक वर्ष सदस्यों द्वारा अनुपाती प्रतिनिधित्व की पद्धति के अनुसार एकल संक्रमणीय मत द्वारा निर्वाचित किए जाते हैं.']","सभी वित्तीय समितियों के सदस्य -LB-LLL-L सार्वजनिक समिति के सदस्य, कमेटियों की समिति पर समिति - RB-R-RB-RC के तहत, निर्धारित वंशों की समिति पर समिति और प्रशासनीय समिति को हर साल निर्धारित किए गए सदस्यों द्वारा चुना जाता है।",केंद्रीय मंत्रिमंडल की वित्तीय समितियों के सदस्यों की संख्या बढ़कर सात हो गई है.
359,1259,"['को कार्यवाही करनी पड़ी, जिसके परिणामस्वरूप अब्दुल्ला और उसके कुछ साथियों को गिरफ्तार कर लिया गया.']",स्वाभाविक रूप से मेरी सरकार को कार्यवाही करनी पड़ी और उसे ले जाना पड़ा ।,पाकिस्तान के मुख्यमंत्री इमरान ख़ान ने अपने पद से इस्तीफ़ा दे दिया है और उसे हटाने की कोशिश की गई थी.
360,1260,"['जैसे लोग बूढ़े होते हैं, उन के दृष्वी में परिवर्तन होना स्वाभाविक है.उदाहरणतयः, पढ़ने के लिये अब उन्हें पुस्तकों को एक बाजू के अन्तर तक रखना पड़ता है ऐसा हो सकता है.']","जैसे - जैसे आप बड़े होते हैं, आपकी आँखों में बदलाव आना स्वाभाविक है ।",आपकी आँखों में बदलाव आना स्वाभाविक है और इसका असर आपके शरीर पर पड़ सकता है.
